id	file_name	style	sections	num_bars	max_num_chords_per_bar	title	file_path	year	playlist	title_playlist	tune_key	tune_mode	beats	beat_time	cycle_fifths_order	year_truncated	structure	time_signature	tonality	id	musicbrainz_id	musicbrainz_composer	musicbrainz_lyricist	musicbrainz_type	wikidata_id	wikidata_description	wikidata_allmusic	wiki_link	composer
1218	dataset/jazz1350/You Don't Know What Love Is.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	You Don't Know What Love Is	dataset/jazz1350/You Don't Know What Love Is.xml	1941.0	jazz1350	You Don't Know What Love Is [jazz1350]	F	minor	4.0	4.0	-4.0	1941.0	AABA	4/4	F minor	1317	1e4f4f3d-6bfe-3a99-9c46-d2eb1c83e09c	['Don Raye', 'Gene de Paul']	['Don Raye']	Song	Q8057196	song performed by Eva Cassidy		https://en.wikipedia.org/wiki/You_Don%27t_Know_What_Love_Is	Don Raye
1218	dataset/jazz1350/You Don't Know What Love Is.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	You Don't Know What Love Is	dataset/jazz1350/You Don't Know What Love Is.xml	1941.0	jazz1350	You Don't Know What Love Is [jazz1350]	F	minor	4.0	4.0	-4.0	1941.0	AABA	4/4	F minor	1317	1e4f4f3d-6bfe-3a99-9c46-d2eb1c83e09c	['Don Raye', 'Gene de Paul']	['Don Raye']	Song	Q8057196	song performed by Eva Cassidy		https://en.wikipedia.org/wiki/You_Don%27t_Know_What_Love_Is	Gene de Paul
1219	dataset/jazz1350/You Go To My Head.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A', '33': 'C'}	40.0	4.0	You Go To My Head	dataset/jazz1350/You Go To My Head.xml	1938.0	jazz1350	You Go To My Head [jazz1350]	Eb	major	4.0	4.0	-3.0	1938.0	AABAC	4/4	Eb major	1318	72715cfb-1ade-30ed-951f-14cea4bc6292	['J. Fred Coots']	['Haven Gillespie']	Song	Q753614	original song composed by J. Fred Coots with lyrics by Haven Gillespie	mc0002444633	https://en.wikipedia.org/wiki/You_Go_to_My_Head	J. Fred Coots
1220	dataset/jazz1350/You Keep Coming Back Like A Song.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	You Keep Coming Back Like A Song	dataset/jazz1350/You Keep Coming Back Like A Song.xml	1946.0	jazz1350	You Keep Coming Back Like A Song [jazz1350]	Eb	major	4.0	4.0	-3.0	1946.0	AB	4/4	Eb major	1319	ad6ebd3f-b8b9-34a8-96a2-83420e66b96a	['Irving Berlin']	['Irving Berlin']	Song	Q8057305	1946 song with lyrics by Irving Berlin performed by Bing Crosby		https://en.wikipedia.org/wiki/You_Keep_Coming_Back_Like_a_Song	Irving Berlin
1221	dataset/jazz1350/You Made Me Love You.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	You Made Me Love You	dataset/jazz1350/You Made Me Love You.xml	1913.0	jazz1350	You Made Me Love You [jazz1350]	C	major	4.0	4.0	0.0	1913.0	AB	4/4	C major	1320	b2d318da-7857-4ebc-b007-888b7bae55d5	['James V. Monaco']	['Joseph McCarthy']	Song					James V. Monaco
1222	dataset/jazz1350/You Make Me Feel So Young.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	40.0	2.0	You Make Me Feel So Young	dataset/jazz1350/You Make Me Feel So Young.xml	1946.0	jazz1350	You Make Me Feel So Young [jazz1350]	Bb	major	4.0	4.0	-2.0	1946.0	AABC	4/4	Bb major	1321	2df59f35-a8fe-4a83-9520-2020fce61bf1	['Josef Myrow']	['Mack Gordon']	Song	Q3572757	"original song composed by Josef Myrow, lyrics by Mack Gordon; from the 1946 film ""Three Little Girls in Blue"""	mc0002422573	https://en.wikipedia.org/wiki/You_Make_Me_Feel_So_Young	Josef Myrow
1223	dataset/jazz1350/You Must Believe In Spring.xml	Ballad	{'1': 'A', '9': 'B', '17': 'C'}	26.0	3.0	You Must Believe In Spring	dataset/jazz1350/You Must Believe In Spring.xml	1967.0	jazz1350	You Must Believe In Spring [jazz1350]	B	minor	4.0	4.0	2.0	1967.0	ABC	4/4	B minor	1322	c012c02d-a085-3da4-962c-a7e4268ab75c	['Michel Legrand']	['Alan Bergman', 'Marilyn Bergman']	Song					Michel Legrand
1224	dataset/jazz1350/You Stepped Out Of A Dream.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	You Stepped Out Of A Dream	dataset/jazz1350/You Stepped Out Of A Dream.xml	1940.0	jazz1350	You Stepped Out Of A Dream [jazz1350]	C	major	4.0	4.0	0.0	1940.0	ABAC	4/4	C major	1323	67166767-6b81-3118-8d0e-5d5a04578306	['Nacio Herb Brown']	['Gus Kahn']	Song	Q8057525	song performed by Nat King Cole		https://en.wikipedia.org/wiki/You_Stepped_Out_of_a_Dream	Nacio Herb Brown
1225	dataset/jazz1350/You Took Advantage Of Me.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	4.0	You Took Advantage Of Me	dataset/jazz1350/You Took Advantage Of Me.xml	1928.0	jazz1350	You Took Advantage Of Me [jazz1350]	Eb	major	4.0	4.0	-3.0	1928.0	AABA	4/4	Eb major	1324	79c6b658-4d6f-3f3e-846e-ed8de63e4061	['Richard Rodgers']	['Lorenz Hart']	Song	Q8057555	"original show tune by Rodgers and Hart; from the 1928 musical ""Present Arms"""	mc0002473778	https://en.wikipedia.org/wiki/You_Took_Advantage_of_Me	Richard Rodgers
1226	dataset/jazz1350/You Turned The Tables on Me.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	You Turned The Tables on Me	dataset/jazz1350/You Turned The Tables on Me.xml	1947.0	jazz1350	You Turned The Tables on Me [jazz1350]	F	major	4.0	4.0	-1.0	1947.0	AB	4/4	F major	1325	3761b492-7b95-48e4-8de4-91ca4e9554bc	['Louis Alter']	['Sidney Mitchell']	Song	Q8057563	"original song composed by Louis Alter, lyrics by Sidney D. Mitchell; from the 1936 movie ""Sing, Baby, Sing"""			Louis Alter
1227	dataset/jazz1350/You Won't Forget Me.xml	Ballad	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	2.0	You Won't Forget Me	dataset/jazz1350/You Won't Forget Me.xml		jazz1350	You Won't Forget Me [jazz1350]	Bb	minor	4.0	4.0	-5.0		ABCD	4/4	Bb minor	1326	2d08bd6a-c59d-4460-87ac-73508fe2f945	['Fred Spielman', 'Kermit Goell']	[]	Song					Fred Spielman
1227	dataset/jazz1350/You Won't Forget Me.xml	Ballad	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	2.0	You Won't Forget Me	dataset/jazz1350/You Won't Forget Me.xml		jazz1350	You Won't Forget Me [jazz1350]	Bb	minor	4.0	4.0	-5.0		ABCD	4/4	Bb minor	1326	2d08bd6a-c59d-4460-87ac-73508fe2f945	['Fred Spielman', 'Kermit Goell']	[]	Song					Kermit Goell
1228	dataset/jazz1350/You'd Be So Nice To Come Home To.xml	Medium Up Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'D'}	32.0	2.0	You'd Be So Nice To Come Home To	dataset/jazz1350/You'd Be So Nice To Come Home To.xml	1942.0	jazz1350	You'd Be So Nice To Come Home To [jazz1350]	A	minor	4.0	4.0	0.0	1942.0	ABAD	4/4	A minor	1327	dca3d1eb-0365-37fd-97de-6126d682fab2	['Cole Porter']	['Cole Porter']	Song	Q2601445	"original song written and composed by Cole Porter; from the 1943 film ""Something to Shout About"""	mc0002410762	https://en.wikipedia.org/wiki/You%27d_Be_So_Nice_to_Come_Home_To	Cole Porter
1229	dataset/jazz1350/You're Everything.xml	Bossa Nova	{'1': 'A', '16': 'B', '32': 'C', '44': 'B'}	59.0	1.0	You're Everything	dataset/jazz1350/You're Everything.xml		jazz1350	You're Everything [jazz1350]	A	major	4.0	4.0	3.0		ABCB	4/4	A major	1329	56fa5708-5c9d-3b61-ad73-28224ccca027	['Chick Corea']	['Neville Potter']	Song					Chick Corea
1230	dataset/jazz1350/You're Laughing At Me.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	You're Laughing At Me	dataset/jazz1350/You're Laughing At Me.xml	1937.0	jazz1350	You're Laughing At Me [jazz1350]	Eb	major	4.0	4.0	-3.0	1937.0	ABAC	4/4	Eb major	1330	b4ae2ede-6331-4da3-a30a-54cd59fc9406	['Irving Berlin']	['Irving Berlin']	Song	Q8056522	song performed by Ella Fitzgerald		https://en.wikipedia.org/wiki/You%27re_Laughing_at_Me	Irving Berlin
1231	dataset/jazz1350/You're My Everything.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	You're My Everything	dataset/jazz1350/You're My Everything.xml	1931.0	jazz1350	You're My Everything [jazz1350]	C	major	4.0	4.0	0.0	1931.0	AB	4/4	C major	1331	492492fc-e659-3215-b775-7a6c986f0473	['Harry Warren']	['Joe Young', 'Mort Dixon']	Song					Harry Warren
1232	dataset/jazz1350/You're My Thrill.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	34.0	2.0	You're My Thrill	dataset/jazz1350/You're My Thrill.xml	1933.0	jazz1350	You're My Thrill [jazz1350]	C	major	4.0	4.0	0.0	1933.0	AABC	4/4	C major	1332	be96baf6-42cf-3bc1-9ed9-b816d842e2b0	['Jay Gorney']	['Sidney Clare']	Song	Q8056550	song performed by Lena Horne		https://en.wikipedia.org/wiki/You%27re_My_Thrill_(song)	Jay Gorney
1233	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	You're Nobody Till Somebody Loves You	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	1944.0	jazz1350	You're Nobody Till Somebody Loves You [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	ABAC	4/4	Eb major	1333	dae6cc07-c608-3849-afec-5e48fd4d9e14	['James Cavanaugh', 'Larry Stock', 'Russ Morgan']	[]	Song	Q8056558	original song written and composed by James Cavanaugh, Russ Morgan, Larry Stock	mc0002550792	https://en.wikipedia.org/wiki/You%27re_Nobody_till_Somebody_Loves_You	James Cavanaugh
1233	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	You're Nobody Till Somebody Loves You	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	1944.0	jazz1350	You're Nobody Till Somebody Loves You [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	ABAC	4/4	Eb major	1333	dae6cc07-c608-3849-afec-5e48fd4d9e14	['James Cavanaugh', 'Larry Stock', 'Russ Morgan']	[]	Song	Q8056558	original song written and composed by James Cavanaugh, Russ Morgan, Larry Stock	mc0002550792	https://en.wikipedia.org/wiki/You%27re_Nobody_till_Somebody_Loves_You	Larry Stock
1233	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	You're Nobody Till Somebody Loves You	dataset/jazz1350/You're Nobody Till Somebody Loves You.xml	1944.0	jazz1350	You're Nobody Till Somebody Loves You [jazz1350]	Eb	major	4.0	4.0	-3.0	1944.0	ABAC	4/4	Eb major	1333	dae6cc07-c608-3849-afec-5e48fd4d9e14	['James Cavanaugh', 'Larry Stock', 'Russ Morgan']	[]	Song	Q8056558	original song written and composed by James Cavanaugh, Russ Morgan, Larry Stock	mc0002550792	https://en.wikipedia.org/wiki/You%27re_Nobody_till_Somebody_Loves_You	Russ Morgan
1234	dataset/jazz1350/You're The Top.xml	Medium Swing	{'1': 'verse', '17': 'A', '25': 'B', '33': 'A', '41': 'C'}	48.0	2.0	You're The Top	dataset/jazz1350/You're The Top.xml	1934.0	jazz1350	You're The Top [jazz1350]	Eb	major	4.0	4.0	-3.0	1934.0	verseABAC	4/4	Eb major	1334	ddfeb8d3-ddfa-3e49-913e-32092548b277	['Cole Porter']	['Cole Porter']	Song	Q8056688	"original show tune written and composed by Cole Porter; from the 1934 musical ""Anything Goes"""	mc0002448727	https://en.wikipedia.org/wiki/You%27re_the_Top	Cole Porter
1235	dataset/jazz1350/You've Changed.xml	Ballad	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	You've Changed	dataset/jazz1350/You've Changed.xml	1942.0	jazz1350	You've Changed [jazz1350]	Eb	major	4.0	4.0	-3.0	1942.0	AABA	4/4	Eb major	1335	b5772c0f-7a2f-3f0b-a517-346ca00ae327	['Carl Fischer']	['Bill Carey']	Song	Q8056697	a jazz standard from the great American song book		https://en.wikipedia.org/wiki/You%27ve_Changed	Carl Fischer
1236	dataset/jazz1350/Young And Foolish.xml	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	2.0	Young And Foolish	dataset/jazz1350/Young And Foolish.xml	1954.0	jazz1350	Young And Foolish [jazz1350]	C	major	4.0	4.0	0.0	1954.0	ABAC	4/4	C major	1336	9994e98d-219f-33c5-86ac-42a46b56e64a	['Albert Hague']	['Arnold Horwitt']	Song	Q8058513	song		https://en.wikipedia.org/wiki/Young_and_Foolish	Albert Hague
1237	dataset/jazz1350/Young At Heart.xml	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	31.0	4.0	Young At Heart	dataset/jazz1350/Young At Heart.xml	1954.0	jazz1350	Young At Heart [jazz1350]	Bb	major	4.0	4.0	-2.0	1954.0	ABAC	4/4	Bb major	1337	d7f05945-3252-3c57-9e16-697aa3a5b622	['Johnny Richards']	['Carolyn Leigh']	Song	Q8058543	song composed by Johnny Richards, lyrics by Carolyn Leigh; first recorded by Frank Sinatra	mc0001984648	https://en.wikipedia.org/wiki/Young_at_Heart_(Frank_Sinatra_song)	Johnny Richards
1238	dataset/jazz1350/Zing Went The Strings Of My Heart.xml	Medium Swing	{'1': 'A', '17': 'A', '33': 'B', '41': 'A'}	56.0	2.0	Zing Went The Strings Of My Heart	dataset/jazz1350/Zing Went The Strings Of My Heart.xml	1934.0	jazz1350	Zing Went The Strings Of My Heart [jazz1350]	Eb	major	4.0	4.0	-3.0	1934.0	AABA	4/4	Eb major	1338	de0129db-7d77-3713-a38f-36fa664c643d	['James F. Hanley']	['James F. Hanley']	Song	Q8072369	1972 song performed by The Trammps		https://en.wikipedia.org/wiki/Zing!_Went_the_Strings_of_My_Heart	James F. Hanley
1239	dataset/jazz1350/Zingaro (Retrato Em Branco E Preto).xml	Bossa Nova	{'1': 'A', '17': 'B'}	32.0	2.0	Zingaro (Retrato Em Branco E Preto)	dataset/jazz1350/Zingaro (Retrato Em Branco E Preto).xml	1965.0	jazz1350	Zingaro (Retrato Em Branco E Preto) [jazz1350]	G	minor	4.0	4.0	-2.0	1965.0	AB	4/4	G minor	1339		[]	[]						Antonio Carlos Jobim
1240	dataset/jazz1350/Zoltan.xml	Latin	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Zoltan	dataset/jazz1350/Zoltan.xml	1965.0	jazz1350	Zoltan [jazz1350]	C	major	4.0	4.0	0.0	1965.0	AABA	4/4	C major	1340	5c772c7f-a948-4b72-9c65-ba19eca936aa	['Woody Shaw']	[]						Woody Shaw
1241	dataset/trad/'S Wonderful.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'C'}	32.0	2.0	'S Wonderful	dataset/trad/'S Wonderful.xml	1927.0	trad	'S Wonderful [trad]	Eb	major	4.0	4.0	-3.0	1927.0	AABC	4/4	Eb major	1341	f583f1d2-a199-3c7b-b8bd-6a61b1d3e0cb	['George Gershwin']	['Ira Gershwin']	Song	Q2156594	"original show tune by George and Ira Gershwin; from the 1927 musical ""Funny face"""	mc0002451946	https://en.wikipedia.org/wiki/%27S_Wonderful	George Gershwin
1242	dataset/trad/'Tain't No Sin To Take Off Your Skin.xml	Medium Swing	{'1': 'verse', '9': 'verse', '17': 'A', '25': 'B', '33': 'A'}	40.0	2.0	'Tain't No Sin To Take Off Your Skin	dataset/trad/'Tain't No Sin To Take Off Your Skin.xml	1929.0	trad	'Tain't No Sin To Take Off Your Skin [trad]	Eb	major	4.0	4.0	-3.0	1929.0	verseverseABA	4/4	Eb major	1342		[]	[]						Walter Donaldson, Edgar Leslie
1243	dataset/trad/'Tain't What You Do (It's The Way That Cha Do It).xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	'Tain't What You Do (It's The Way That Cha Do It)	dataset/trad/'Tain't What You Do (It's The Way That Cha Do It).xml	1939.0	trad	'Tain't What You Do (It's The Way That Cha Do It) [trad]	Bb	major	4.0	4.0	-2.0	1939.0	AABA	4/4	Bb major	1343		[]	[]						Sy Oliver, Trummy Young
1244	dataset/trad/Abe My Boy.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'A'}	32.0	1.0	Abe My Boy	dataset/trad/Abe My Boy.xml	1919.0	trad	Abe My Boy [trad]	Bb	major	4.0	4.0	-2.0	1919.0	ABCA	4/4	Bb major	1344		[]	[]						L Silberman, A Grock
1245	dataset/trad/Aged And Mellow Blues.xml	Medium Swing	{'1': 'A'}	8.0	2.0	Aged And Mellow Blues	dataset/trad/Aged And Mellow Blues.xml	1952.0	trad	Aged And Mellow Blues [trad]	Eb	major	4.0	4.0	-3.0	1952.0	A	4/4	Eb major	1349		[]	[]						Johnny Otis, Preston Love
1246	dataset/trad/Ain't Misbehavin' (Dixieland Tunes).xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Ain't Misbehavin'	dataset/trad/Ain't Misbehavin' (Dixieland Tunes).xml	1929.0	trad	Ain't Misbehavin' [trad]	Eb	major	4.0	4.0	-3.0	1929.0	AABA	4/4	Eb major	1350	56457469-73b4-3564-9e42-8aeaf21256fb	['Fats Waller', 'Harry Brooks']	['Andy Razaf']	Song	Q406268	1929 song		https://en.wikipedia.org/wiki/Ain%27t_Misbehavin%27_(song)	Fats Waller
1246	dataset/trad/Ain't Misbehavin' (Dixieland Tunes).xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Ain't Misbehavin'	dataset/trad/Ain't Misbehavin' (Dixieland Tunes).xml	1929.0	trad	Ain't Misbehavin' [trad]	Eb	major	4.0	4.0	-3.0	1929.0	AABA	4/4	Eb major	1350	56457469-73b4-3564-9e42-8aeaf21256fb	['Fats Waller', 'Harry Brooks']	['Andy Razaf']	Song	Q406268	1929 song		https://en.wikipedia.org/wiki/Ain%27t_Misbehavin%27_(song)	Harry Brooks
1247	dataset/trad/Ain't That A Grand And Glorious Feeling.xml	Medium Swing	{'1': 'A', '9': 'A', '17': 'B', '25': 'A'}	32.0	2.0	Ain't That A Grand And Glorious Feeling	dataset/trad/Ain't That A Grand And Glorious Feeling.xml	1927.0	trad	Ain't That A Grand And Glorious Feeling [trad]	Ab	major	4.0	4.0	-4.0	1927.0	AABA	4/4	Ab major	1352	483d3dd5-bd0e-4a23-9344-2b9a0b101897	['Milton Ager']	['Jack Yellen']	Song					Milton Ager
1248	dataset/trad/Algiers Strut.xml	Medium Swing	{'1': 'A', '17': 'A'}	32.0	1.0	Algiers Strut	dataset/trad/Algiers Strut.xml	1946.0	trad	Algiers Strut [trad]	C	major	4.0	4.0	0.0	1946.0	AA	4/4	C major	1356		[]	[]						Kid Thomas Valentine
1249	dataset/trad/Alice Blue Gown.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	1.0	Alice Blue Gown	dataset/trad/Alice Blue Gown.xml	1919.0	trad	Alice Blue Gown [trad]	C	major	4.0	4.0	0.0	1919.0	AB	4/4	C major	1357	b248d92b-2651-3a0f-ad43-6f089bc2e8b3	['Harry Tierney']	['Joseph McCarthy']	Song					Harry Tierney
1250	dataset/trad/All Alone By The Telephone.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'D'}	32.0	1.0	All Alone By The Telephone	dataset/trad/All Alone By The Telephone.xml	1924.0	trad	All Alone By The Telephone [trad]	Eb	major	4.0	4.0	-3.0	1924.0	ABCD	4/4	Eb major	1358	250f292b-dbd2-36b5-91f4-7ae195edc00c	['Irving Berlin']	['Irving Berlin']	Song	Q4728546	"original show tune written and composed by Irving Berlin; from the 1924 Broadway show ""The Music Box Revue"""	mc0002551854	https://en.wikipedia.org/wiki/All_Alone_(Irving_Berlin_song)	Irving Berlin
1251	dataset/trad/All By Myself In The Morning.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	1.0	All By Myself In The Morning	dataset/trad/All By Myself In The Morning.xml	1921.0	trad	All By Myself In The Morning [trad]	Bb	major	4.0	4.0	-2.0	1921.0	ABAC	4/4	Bb major	1359	fc817c65-b8a3-4b59-badd-e80c8f1da09c	['Irving Berlin']	['Irving Berlin']	Song	Q4729937	original song written and composed by Irving Berlin	mc0002373535	https://en.wikipedia.org/wiki/All_by_Myself_(Irving_Berlin_song)	Irving Berlin
1252	dataset/trad/All I Do Is Dream Of You.xml	Medium Swing	{'1': 'A', '17': 'A'}	32.0	2.0	All I Do Is Dream Of You	dataset/trad/All I Do Is Dream Of You.xml	1934.0	trad	All I Do Is Dream Of You [trad]	Bb	major	4.0	4.0	-2.0	1934.0	AA	4/4	Bb major	1360	4fa03c79-7b5e-380b-8e47-4e077c4c3867	['Nacio Herb Brown']	['Arthur Freed']	Song	Q4728836	song performed by Al Bowlly		https://en.wikipedia.org/wiki/All_I_Do_Is_Dream_of_You	Nacio Herb Brown
1253	dataset/trad/All That I Ask Is Love.xml	Ballad	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	1.0	All That I Ask Is Love	dataset/trad/All That I Ask Is Love.xml	1910.0	trad	All That I Ask Is Love [trad]	F	major	4.0	4.0	-1.0	1910.0	ABAC	4/4	F major	1361		[]	[]						Herbert Ingraham, Edgar Seldon,
1254	dataset/trad/All The World Is Waiting For The Sunrise.xml	Medium Swing	{'1': 'A', '17': 'A', '33': 'A'}	48.0	1.0	All The World Is Waiting For The Sunrise	dataset/trad/All The World Is Waiting For The Sunrise.xml	1919.0	trad	All The World Is Waiting For The Sunrise [trad]	C	major	4.0	4.0	0.0	1919.0	AAA	4/4	C major	1362	e1b163d8-c6b2-46ae-937b-32574def1f8c	['Ernest Seitz']	['Gene Lockhart']	Song	Q7776007	1919 song by Ernest Seitz and Gene Lockhart		https://en.wikipedia.org/wiki/The_World_Is_Waiting_for_the_Sunrise	Ernest Seitz
1255	dataset/trad/Alligator Crawl.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'C', '25': 'D', '29': 'D'}	37.0	3.0	Alligator Crawl	dataset/trad/Alligator Crawl.xml	1937.0	trad	Alligator Crawl [trad]	C	major	4.0	4.0	0.0	1937.0	ABCDD	4/4	C major	1363	7550f672-d232-34bb-a9a1-55bf09349202	['Fats Waller']	[]	Song					Fats Waller
1256	dataset/trad/Always (I'll Be Loving You).xml	Ballad	{'1': 'A', '17': 'B'}	32.0	3.0	Always (I'll Be Loving You)	dataset/trad/Always (I'll Be Loving You).xml	1925.0	trad	Always (I'll Be Loving You) [trad]	F	major	3.0	4.0	-1.0	1925.0	AB	3/4	F major	1364	f5e3ae10-1453-3cb8-b1bb-724394e7dfe7	['Irving Berlin']	['Irving Berlin']	Song	Q3444686	1925 song by Irving Berlin	mc0002403622	https://en.wikipedia.org/wiki/Always_(Irving_Berlin_song)	Irving Berlin
1257	dataset/trad/Amazing Grace.xml	Hymn	{'1': 'A'}	16.0	2.0	Amazing Grace	dataset/trad/Amazing Grace.xml	1799.0	trad	Amazing Grace [trad]	Eb	major	3.0	4.0	-3.0	1900.0	A	3/4	Eb major	1366	a5393197-4f8e-31f3-a535-2de2ff275133	['Edwin Othello Excell', '[anonymous]', '[traditional]']	['John Newton']	Song	Q210211	Christian hymn		https://en.wikipedia.org/wiki/Amazing_Grace	Edwin Othello Excell
1257	dataset/trad/Amazing Grace.xml	Hymn	{'1': 'A'}	16.0	2.0	Amazing Grace	dataset/trad/Amazing Grace.xml	1799.0	trad	Amazing Grace [trad]	Eb	major	3.0	4.0	-3.0	1900.0	A	3/4	Eb major	1366	a5393197-4f8e-31f3-a535-2de2ff275133	['Edwin Othello Excell', '[anonymous]', '[traditional]']	['John Newton']	Song	Q210211	Christian hymn		https://en.wikipedia.org/wiki/Amazing_Grace	[anonymous]
1257	dataset/trad/Amazing Grace.xml	Hymn	{'1': 'A'}	16.0	2.0	Amazing Grace	dataset/trad/Amazing Grace.xml	1799.0	trad	Amazing Grace [trad]	Eb	major	3.0	4.0	-3.0	1900.0	A	3/4	Eb major	1366	a5393197-4f8e-31f3-a535-2de2ff275133	['Edwin Othello Excell', '[anonymous]', '[traditional]']	['John Newton']	Song	Q210211	Christian hymn		https://en.wikipedia.org/wiki/Amazing_Grace	[traditional]
1258	dataset/trad/Angry.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	Angry	dataset/trad/Angry.xml	1925.0	trad	Angry [trad]	Ab	major	4.0	4.0	-4.0	1925.0	AB	4/4	Ab major	1368	e77d147c-73cb-4f3a-8050-33a146abb5fb	['Henry Brunies', 'Jules Cassard', 'Merritt Brunies']	['Dudley Mecum']	Song					Henry Brunies
1258	dataset/trad/Angry.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	Angry	dataset/trad/Angry.xml	1925.0	trad	Angry [trad]	Ab	major	4.0	4.0	-4.0	1925.0	AB	4/4	Ab major	1368	e77d147c-73cb-4f3a-8050-33a146abb5fb	['Henry Brunies', 'Jules Cassard', 'Merritt Brunies']	['Dudley Mecum']	Song					Jules Cassard
1258	dataset/trad/Angry.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	Angry	dataset/trad/Angry.xml	1925.0	trad	Angry [trad]	Ab	major	4.0	4.0	-4.0	1925.0	AB	4/4	Ab major	1368	e77d147c-73cb-4f3a-8050-33a146abb5fb	['Henry Brunies', 'Jules Cassard', 'Merritt Brunies']	['Dudley Mecum']	Song					Merritt Brunies
1259	dataset/trad/Anytime You're Feeling Lonely.xml	Medium Swing	{'1': 'A', '9': 'B', '17': 'A', '25': 'C'}	32.0	1.0	Anytime You're Feeling Lonely	dataset/trad/Anytime You're Feeling Lonely.xml	1921.0	trad	Anytime You're Feeling Lonely [trad]	F	major	4.0	4.0	-1.0	1921.0	ABAC	4/4	F major	1370	d7c62ee1-e203-440b-bbcf-11f74d7c6a72	['Herbert Lawson']	['Herbert Lawson']	Song					Herbert Lawson
1260	dataset/trad/Apple Blossom Time.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	Apple Blossom Time	dataset/trad/Apple Blossom Time.xml	1920.0	trad	Apple Blossom Time [trad]	Bb	major	4.0	4.0	-2.0	1920.0	AB	4/4	Bb major	1371	c2e59605-fdcc-45f3-88d7-081e39ab450b	['Albert Von Tilzer', 'Neville Fleeson']	['Neville Fleeson']	Song	Q4544773	song		https://en.wikipedia.org/wiki/(I%27ll_Be_with_You)_In_Apple_Blossom_Time	Albert Von Tilzer
1260	dataset/trad/Apple Blossom Time.xml	Medium Swing	{'1': 'A', '17': 'B'}	32.0	2.0	Apple Blossom Time	dataset/trad/Apple Blossom Time.xml	1920.0	trad	Apple Blossom Time [trad]	Bb	major	4.0	4.0	-2.0	1920.0	AB	4/4	Bb major	1371	c2e59605-fdcc-45f3-88d7-081e39ab450b	['Albert Von Tilzer', 'Neville Fleeson']	['Neville Fleeson']	Song	Q4544773	song		https://en.wikipedia.org/wiki/(I%27ll_Be_with_You)_In_Apple_Blossom_Time	Neville Fleeson
